1721670544700,0
1721670544701,0
1721670544702,1
1721670544703,1
1721670544704,0
1721670544705,1
1721670544706,1
1721670544707,0
1721670544708,0
1721670544709,1
1721670544710,1
1721670544711,1
1721670544712,0
1721670544713,1
1721670544714,0
1721670544715,1
1721670544716,0
1721670544717,1
1721670544718,1
1721670544719,0
1721670544720,1
1721670544721,0
1721670544722,1
1721670544723,0
1721670544724,1
1721670544725,0
1721670544726,0
1721670544727,0
1721670544728,0
1721670544729,0
1721670544730,0
1721670544731,0
1721670544732,0
1721670544733,0
1721670544734,6
1721670544735,0
1721670544736,1
1721670544737,1
1721670544738,0
1721670544739,1
1721670544740,0
1721670544741,0
1721670544742,1
1721670544743,1
1721670544744,1
1721670544745,1
1721670544746,0
1721670544747,1
1721670544748,0
1721670544749,1
1721670544750,0
1721670544751,1
1721670544752,0
1721670544753,1
1721670544754,1
1721670544755,0
1721670544756,1
1721670544757,1
1721670544758,0
1721670544759,1
1721670544760,1
1721670544761,0
1721670544762,1
1721670544763,1
1721670544764,0
1721670544765,1
1721670544766,0
1721670544767,1
1721670544768,0
1721670544769,0
1721670544770,0
1721670544771,0
1721670544772,0
1721670544773,0
1721670544774,2
1721670544775,2
1721670544776,0
1721670544777,0
1721670544778,0
1721670544779,0
1721670544780,1
1721670544781,3
1721670544782,1
1721670544783,1
1721670544784,0
1721670544785,1
1721670544786,0
1721670544787,1
1721670544788,1
1721670544789,0
1721670544790,1
1721670544791,1
1721670544792,0
1721670544793,1
1721670544794,0
1721670544795,1
1721670544796,0
1721670544797,1
1721670544798,1
1721670544799,0
1721670544800,1
1721670544801,1
1721670544802,0
1721670544803,0
1721670544804,1
1721670544805,1
1721670544806,0
1721670544807,1
1721670544808,1
1721670544809,0
1721670544810,1
1721670544811,0
1721670544812,1
1721670544813,1
1721670544814,0
1721670544815,1
1721670544816,0
1721670544817,1
1721670544818,1
1721670544819,0
1721670544820,1
1721670544821,0
1721670544822,1
1721670544823,1
1721670544824,0
1721670544825,0
1721670544826,0
1721670544827,0
1721670544828,0
1721670544829,0
1721670544830,0
1721670544831,0
1721670544832,0
1721670544833,1
1721670544834,1
1721670544835,4
1721670544836,1
1721670544837,0
1721670544838,1
1721670544839,1
1721670544840,0
1721670544841,1
1721670544842,1
1721670544843,0
1721670544844,1
1721670544845,0
1721670544846,1
1721670544847,1
1721670544848,0
1721670544849,1
1721670544850,0
1721670544851,1
1721670544852,1
1721670544853,0
1721670544854,1
1721670544855,0
1721670544856,1
1721670544857,1
1721670544858,0
1721670544859,1
1721670544860,0
1721670544861,1
1721670544862,0
1721670544863,1
1721670544864,1
1721670544865,0
1721670544866,0
1721670544867,1
1721670544868,1
1721670544869,0
1721670544870,1
1721670544871,0
1721670544872,0
1721670544873,0
1721670544874,0
1721670544875,1
1721670544876,3
1721670544877,0
1721670544878,0
1721670544879,0
1721670544880,0
1721670544881,0
1721670544882,0
1721670544883,4
1721670544884,1
1721670544885,1
1721670544886,0
1721670544887,1
1721670544888,0
1721670544889,1
1721670544890,1
1721670544891,0
1721670544892,1
1721670544893,0
1721670544894,1
1721670544895,1
1721670544896,0
1721670544897,1
1721670544898,0
1721670544899,1
1721670544900,1
1721670544901,0
1721670544902,1
1721670544903,0
1721670544904,1
1721670544905,1
1721670544906,0
1721670544907,1
1721670544908,0
1721670544909,1
1721670544910,0
1721670544911,1
1721670544912,1
1721670544913,0
1721670544914,1
1721670544915,0
1721670544916,1
1721670544917,1
1721670544918,0
1721670544919,1
1721670544920,0
1721670544921,1
1721670544922,1
1721670544923,0
1721670544924,1
1721670544925,0
1721670544926,1
1721670544927,1
1721670544928,0
1721670544929,1
1721670544930,0
1721670544931,0
1721670544932,0
1721670544933,0
1721670544934,0
1721670544935,0
1721670544936,0
1721670544937,1
1721670544938,4
1721670544939,1
1721670544940,0
1721670544941,1
1721670544942,1
1721670544943,0
1721670544944,1
1721670544945,0
1721670544946,1
1721670544947,0
1721670544948,1
1721670544949,0
1721670544950,1
1721670544951,1
1721670544952,0
1721670544953,1
1721670544954,0
1721670544955,1
1721670544956,0
1721670544957,1
1721670544958,1
1721670544959,1
1721670544960,1
1721670544961,0
1721670544962,1
1721670544963,0
1721670544964,1
1721670544965,1
1721670544966,0
1721670544967,0
1721670544968,1
1721670544969,1
1721670544970,0
1721670544971,1
1721670544972,0
1721670544973,0
1721670544974,0
1721670544975,0
1721670544976,3
1721670544977,0
1721670544978,1
1721670544979,1
1721670544980,0
1721670544981,0
1721670544982,0
1721670544983,0
1721670544984,3
1721670544985,0
1721670544986,0
1721670544987,2
1721670544988,1
1721670544989,0
1721670544990,1
1721670544991,0
1721670544992,1
1721670544993,1
1721670544994,0
1721670544995,1
1721670544996,0
1721670544997,1
1721670544998,0
1721670544999,1
1721670545000,1
1721670545001,0
1721670545002,1
1721670545003,0
1721670545004,1
1721670545005,1
1721670545006,0
1721670545007,1
1721670545008,0
1721670545009,1
1721670545010,1
1721670545011,0
1721670545012,1
1721670545013,1
1721670545014,0
1721670545015,1
1721670545016,0
1721670545017,1
1721670545018,0
1721670545019,1
1721670545020,1
1721670545021,0
1721670545022,0
1721670545023,1
1721670545024,1
1721670545025,0
1721670545026,1
1721670545027,1
1721670545028,0
1721670545029,0
1721670545030,0
1721670545031,1
1721670545032,0
1721670545033,0
1721670545034,0
1721670545035,0
1721670545036,0
1721670545037,0
1721670545038,1
1721670545039,0
1721670545040,5
1721670545041,1
1721670545042,1
1721670545043,1
1721670545044,0
1721670545045,0
1721670545046,1
1721670545047,1
1721670545048,0
1721670545049,1
1721670545050,0
1721670545051,0
