1721668918056,2
1721668918057,1
1721668918058,0
1721668918059,1
1721668918060,0
1721668918061,1
1721668918062,1
1721668918063,0
1721668918064,1
1721668918065,1
1721668918066,0
1721668918067,1
1721668918068,0
1721668918069,1
1721668918070,0
1721668918071,1
1721668918072,1
1721668918073,0
1721668918074,1
1721668918075,1
1721668918076,0
1721668918077,1
1721668918078,0
1721668918079,1
1721668918080,1
1721668918081,0
1721668918082,1
1721668918083,0
1721668918084,1
1721668918085,1
1721668918086,0
1721668918087,1
1721668918088,0
1721668918089,0
1721668918090,0
1721668918091,0
1721668918092,0
1721668918093,0
1721668918094,0
1721668918095,0
1721668918096,0
1721668918097,0
1721668918098,0
1721668918099,0
1721668918100,0
1721668918101,0
1721668918102,0
1721668918103,0
1721668918104,0
1721668918105,0
1721668918106,0
1721668918107,0
1721668918108,1
1721668918109,0
1721668918110,0
1721668918111,6
1721668918112,0
1721668918113,0
1721668918114,7
1721668918115,3
1721668918116,0
1721668918117,0
1721668918118,0
1721668918119,1
1721668918120,2
1721668918121,0
1721668918122,1
1721668918123,1
1721668918124,0
1721668918125,0
1721668918126,0
1721668918127,1
1721668918128,1
1721668918129,0
1721668918130,0
1721668918131,0
1721668918132,1
1721668918133,2
1721668918134,1
1721668918135,1
1721668918136,1
1721668918137,0
1721668918138,1
1721668918139,0
1721668918140,1
1721668918141,1
1721668918142,0
1721668918143,1
1721668918144,1
1721668918145,0
1721668918146,1
1721668918147,1
1721668918148,0
1721668918149,1
1721668918150,0
1721668918151,1
1721668918152,1
1721668918153,0
1721668918154,1
1721668918155,0
1721668918156,1
1721668918157,1
1721668918158,0
1721668918159,1
1721668918160,1
1721668918161,0
1721668918162,1
1721668918163,0
1721668918164,1
1721668918165,0
1721668918166,0
1721668918167,2
1721668918168,0
1721668918169,0
1721668918170,2
1721668918171,0
1721668918172,1
1721668918173,0
1721668918174,1
1721668918175,1
1721668918176,0
1721668918177,1
1721668918178,1
1721668918179,0
1721668918180,1
1721668918181,0
1721668918182,1
1721668918183,0
1721668918184,1
1721668918185,0
1721668918186,1
1721668918187,1
1721668918188,0
1721668918189,1
1721668918190,0
1721668918191,1
1721668918192,0
1721668918193,0
1721668918194,0
1721668918195,0
1721668918196,0
1721668918197,0
1721668918198,0
1721668918199,0
1721668918200,1
1721668918201,4
1721668918202,1
1721668918203,1
1721668918204,1
1721668918205,1
1721668918206,0
1721668918207,1
1721668918208,0
1721668918209,1
1721668918210,0
1721668918211,1
1721668918212,1
1721668918213,0
1721668918214,1
1721668918215,0
1721668918216,1
1721668918217,1
1721668918218,0
1721668918219,0
1721668918220,0
1721668918221,0
1721668918222,1
1721668918223,0
1721668918224,0
1721668918225,0
1721668918226,0
1721668918227,0
1721668918228,0
1721668918229,0
1721668918230,0
1721668918231,0
1721668918232,0
1721668918233,0
1721668918234,0
1721668918235,0
1721668918236,0
